Gene	Treatment B label
SH3TC2	6.38
SH3YL1	-8.76
SHANK1	-9.28
SHANK2	2.82
SHANK3	-3.49
SHARPIN	-6.25
SHB	7.19
SHBG	-1.85
SHC1	-2.98
SHC2	-1.21
SHC3	6.76
SHC4	-5.67
SHCBP1	-1.86
SHCBP1L	8.21
SHD	-6.74
SHE	6.59
SHF	-3.24
SHFM1	7.4
SHH	1.73
SHISA2	-9.52
SHISA3	3.75
SHISA4	-6.56
SHISA5	1.9
SHISA6	3.05
SHISA7	0.26
SHISA8	-0.06
SHISA9	-1.63
SHKBP1	-3.56
SHMT1	9.99
SHMT2	1.74
SHOC2	-2.23
SHOX	8.16
SHOX2	1.09
SHPK	-0.16
SHPRH	-7.46
SHQ1	2.86
SHROOM1	-0.17
SHROOM2	-0.3
SHROOM3	7.91
SHROOM4	-1.28
SI	-4.37
SIAE	-1.21
SIAH1	-0.07
SIAH2	-3.52
SIAH3	-7.63
SIDT1	-1.93
SIDT2	6.44
SIGIRR	-4.89
SIGLEC1	-8.26
SIGLEC10	8.2
SIGLEC11	-5.29
SIGLEC12	7.25
SIGLEC14	-8.67
SIGLEC15	2.78
SIGLEC5	6.49
SIGLEC6	-6.27
SIGLEC7	8.97
SIGLEC8	-5.42
SIGLEC9	6.11
SIGLECL1	6.8
SIGMAR1	-2.74
SIK1	-9.43
SIK2	6.9
SIK3	-8.63
SIKE1	7.18
SIL1	-1.89
SIM1	-7.97
SIM2	9.34
SIMC1	1.91
SIN3A	2.6
SIN3B	2.19
SIPA1	8.45
SIPA1L1	-0.76
SIPA1L2	-8.81
SIPA1L3	-7.37
SIRPA	7.78
SIRPB1	0.43
SIRPB2	-2.62
SIRPD	-8.2
SIRPG	-6.32
SIRT1	5.58
SIRT2	-1.47
SIRT3	-8.4
SIRT4	0.69
SIRT5	1.06
SIRT6	-5.24
SIRT7	3.56
SIT1	1.05
SIVA1	-2.5
SIX1	-1.13
SIX2	-2.32
SIX3	0.68
SIX4	4.65
SIX5	9.41
SIX6	-4.17
SKA1	-0.4
SKA2	6.69
SKA3	1.52
SKAP1	4.7
SKAP2	-3.02
SKI	-3.19
SKIDA1	3.99
SKIL	3.31
SKIV2L	7.31
SKIV2L2	-2.05
SKOR1	-2.96
SKOR2	9.38
SKP1	4.13
SKP2	7.72
SLA	-7.43
SLA2	8.32
SLAIN1	5.53
SLAIN2	-0.91
SLAMF1	7.08
SLAMF6	-5.45
SLAMF7	8.26
SLAMF8	-3.64
SLAMF9	-6.27
SLBP	-5.88
SLC10A1	4.61
SLC10A2	-5.24
SLC10A3	-7.67
SLC10A4	-2.26
SLC10A5	2.94
SLC10A6	-3.99
SLC10A7	-3.5
SLC11A1	-1.7
SLC11A2	6.42
SLC12A1	-0.57
SLC12A2	2.03
SLC12A3	-3.44
SLC12A4	-7.61
SLC12A5	8.46
SLC12A6	0.08
SLC12A7	-0.98
SLC12A8	0.53
SLC12A9	3.3
SLC13A1	6.98
SLC13A2	1.88
SLC13A3	0.37
SLC13A4	8.92
SLC13A5	-4.29
SLC14A1	3.71
SLC14A2	1.8
SLC15A1	9.21
SLC15A2	3.48
SLC15A3	-8.5
SLC15A4	5.23
SLC15A5	-2.18
SLC16A1	-7.27
SLC16A10	4.44
SLC16A11	9.96
SLC16A12	7.69
SLC16A13	-2.08
SLC16A14	-8.82
SLC16A2	4.12
SLC16A3	-6.5
SLC16A4	-4.95
SLC16A5	9.78
SLC16A6	-2.85
SLC16A7	9.48
SLC16A8	1.1
SLC16A9	-9.75
SLC17A1	-0.29
SLC17A2	8.21
SLC17A3	6.81
SLC17A4	-2.98
SLC17A5	-0.9
SLC17A6	5.04
SLC17A7	-4.52
SLC17A8	-8.96
SLC17A9	-3.96
SLC18A1	1.45
SLC18A2	-1.59
SLC18A3	2.05
SLC18B1	-2.23
SLC19A1	-1.47
SLC19A2	7.61
SLC19A3	1.29
SLC1A1	5.88
SLC1A2	-4.63
SLC1A3	1
SLC1A4	-6.48
SLC1A5	0.4
SLC1A6	-1.1
SLC1A7	-5.17
SLC20A1	-0.49
SLC20A2	3
SLC22A1	6.26
SLC22A10	-9.67
SLC22A11	-6.52
SLC22A12	-3.66
SLC22A13	4.46
SLC22A14	-3.61
SLC22A15	5.24
SLC22A16	-0.24
SLC22A17	2.22
SLC22A18	8.81
SLC22A18AS	-5.87
SLC22A2	-7.38
SLC22A20	-5.1
SLC22A23	-2.17
SLC22A24	8.36
SLC22A25	-7.62
SLC22A3	5.09
SLC22A31	2.36
SLC22A4	-7.81
SLC22A5	-5.93
SLC22A6	0.46
SLC22A7	6.28
SLC22A8	4.38
SLC22A9	8.69
SLC23A1	-8.5
SLC23A2	-5.92
SLC23A3	-3.06
SLC24A1	-5.79
SLC24A2	-7.16
SLC24A3	-8.71
SLC24A4	7.07
SLC24A5	9.54
SLC25A1	-5.85
SLC25A10	-3.59
SLC25A11	2.01
SLC25A12	2.21
SLC25A13	5.96
SLC25A14	-3.92
SLC25A15	4.12
SLC25A16	9.44
SLC25A17	8.53
SLC25A18	-6.6
SLC25A19	-5.95
SLC25A2	-1.88
SLC25A20	-9.36
SLC25A21	-6.91
SLC25A22	2.7
SLC25A23	-0.92
SLC25A24	-7.96
SLC25A25	-1.36
SLC25A26	-0.43
SLC25A27	-5.54
SLC25A28	3.36
SLC25A29	6.69
SLC25A3	-7.47
SLC25A30	2.39
SLC25A31	7.08
SLC25A32	-7.99
SLC25A33	-9.81
SLC25A34	0.76
SLC25A35	8.07
SLC25A36	5.14
SLC25A37	-0.52
SLC25A38	9.58
SLC25A39	0.88
SLC25A4	-8.64
SLC25A40	-8.26
SLC25A41	4.69
SLC25A42	-8.68
SLC25A43	-8.3
SLC25A44	-3.62
SLC25A45	6.13
SLC25A46	3.52
SLC25A47	0.85
SLC25A48	7.4
SLC25A5	-0.02
SLC25A51	-1.91
SLC25A52	-0.57
SLC25A53	2.88
SLC25A6	4.57
SLC26A1	-9.93
SLC26A10	7.34
SLC26A11	1.14
SLC26A2	-5.49
SLC26A3	0.34
SLC26A4	-7.88
SLC26A5	8.85
SLC26A6	7.35
SLC26A7	-5.68
SLC26A8	-4.22
SLC26A9	9.17
SLC27A1	2.32
SLC27A2	-0.62
SLC27A3	-8.82
SLC27A4	9.22
SLC27A5	0.36
SLC27A6	-0.66
SLC28A1	2.55
SLC28A2	4.84
SLC28A3	0.1
SLC29A1	2.22
SLC29A2	4.61
SLC29A3	-5.11
SLC29A4	-9.33
SLC2A1	-1.19
SLC2A10	9.98
SLC2A11	4.46
SLC2A12	-9.58
SLC2A13	8.3
SLC2A14	-6.01
SLC2A2	-9.97
SLC2A3	0.07
SLC2A4	-8.28
SLC2A4RG	9.92
SLC2A5	0.75
SLC2A6	2.51
SLC2A7	8.62
SLC2A8	6.3
SLC2A9	-1.65
SLC30A1	-7.72
SLC30A10	-3.98
SLC30A2	8.48
SLC30A3	-0.32
SLC30A4	-3.49
SLC30A5	0.3
SLC30A6	-1.02
SLC30A7	-3.13
SLC30A8	-8.72
SLC30A9	7.84
SLC31A1	-9.43
SLC31A2	0.7
SLC32A1	-7.62
SLC33A1	-1.53
SLC34A1	-6.04
SLC34A2	-4.4
SLC34A3	-2.33
SLC35A1	-6.34
SLC35A2	3.86
SLC35A3	3.56
SLC35A4	-2.13
SLC35A5	-9.22
SLC35B1	-4.72
SLC35B2	2.92
SLC35B3	-6.31
SLC35B4	-0.33
SLC35C1	4.51
SLC35C2	-4.21
SLC35D1	0.19
SLC35D2	-0.58
SLC35D3	-5.95
SLC35E1	1.2
SLC35E2	-2.6
SLC35E2B	6.32
SLC35E3	-4
SLC35E4	-1.33
SLC35F1	-4.74
SLC35F2	-6.14
SLC35F3	0.81
SLC35F4	-1.98
SLC35F5	-1.11
SLC35F6	9.21
SLC35G1	3.53
SLC35G2	5.43
SLC35G3	2.5
SLC35G4	-9.4
SLC35G5	6.6
SLC35G6	7.09
SLC36A1	-2.96
SLC36A2	-5.77
SLC36A3	-9.32
SLC36A4	2.43
SLC37A1	-0.38
SLC37A2	-1.84
SLC37A3	7.73
SLC37A4	5.17
SLC38A1	-5.53
SLC38A10	-0.82
SLC38A11	0.78
SLC38A2	-2.65
SLC38A3	-8.87
SLC38A4	-6.42
SLC38A5	4.02
SLC38A6	-8.5
SLC38A7	-5.75
SLC38A8	-3.13
SLC38A9	4.14
SLC39A1	5.31
SLC39A10	3.63
SLC39A11	4.03
SLC39A12	9.43
SLC39A13	-0.65
SLC39A14	4.72
SLC39A2	-5.67
SLC39A3	6.21
SLC39A4	-8.54
SLC39A5	9.08
SLC39A6	4.34
SLC39A7	-2.57
SLC39A8	-4.92
SLC39A9	5.22
SLC3A1	2.23
SLC3A2	8.56
SLC40A1	7.53
SLC41A1	9.12
SLC41A2	-3.12
SLC41A3	8.39
SLC43A1	9.62
SLC43A2	9.18
SLC43A3	1.21
SLC44A1	3.02
SLC44A2	-2.17
SLC44A3	-8.57
SLC44A4	3.83
SLC44A5	5.25
SLC45A1	-5.08
SLC45A2	8.35
SLC45A3	-6.76
SLC45A4	8.81
SLC46A1	-4.63
SLC46A2	-0.25
SLC46A3	-9.79
SLC47A1	-6.34
SLC47A2	-5.13
SLC48A1	-6.97
SLC4A1	8.23
SLC4A10	-9.13
SLC4A11	-3.73
SLC4A1AP	-4.48
SLC4A2	3.32
SLC4A3	3.1
SLC4A4	4.09
SLC4A5	-3.4
SLC4A7	1.59
SLC4A8	1.03
SLC4A9	1.1
SLC50A1	-7.07
SLC51A	-4.35
SLC51B	-0.23
SLC52A1	-0.46
SLC52A2	7.22
SLC52A3	7.17
SLC5A1	-5.43
SLC5A10	9.87
SLC5A11	-1.47
SLC5A12	-9.39
SLC5A2	-6.47
SLC5A3	2.56
SLC5A4	-1.33
SLC5A5	1.19
SLC5A6	2.58
SLC5A7	1.82
SLC5A8	-7.94
SLC5A9	9.87
SLC6A1	-1.89
SLC6A11	2.25
SLC6A12	4.94
SLC6A13	-4.58
SLC6A14	1.16
SLC6A15	-8.68
SLC6A16	-2.04
SLC6A17	-6.07
SLC6A18	8.96
SLC6A19	-5.51
SLC6A2	-5.72
SLC6A20	9.08
SLC6A3	-9.08
SLC6A4	-7.6
SLC6A5	5.2
SLC6A6	-1.03
SLC6A7	9.19
SLC6A8	-5.31
SLC6A9	6.35
SLC7A1	-0.17
SLC7A10	-3.4
SLC7A11	7.32
SLC7A13	-5.37
SLC7A14	-6.24
SLC7A2	2.32
SLC7A3	7.18
SLC7A4	5.58
SLC7A5	6.88
SLC7A6	0.24
SLC7A6OS	6.8
SLC7A7	9.77
SLC7A8	-0.61
SLC7A9	2.35
SLC8A1	-5.47
SLC8A2	-1.41
SLC8A3	2.9
SLC8B1	-9.59
SLC9A1	7.8
SLC9A2	-8.64
SLC9A3	9.51
SLC9A3R1	-2.7
SLC9A3R2	-8.96
SLC9A4	-7.89
SLC9A5	-1.03
SLC9A6	-9.56
SLC9A7	-3.97
SLC9A8	2.09
SLC9A9	6.83
SLC9B1	-5.54
SLC9B2	-1.38
SLC9C1	-5.61
SLC9C2	-5.57
SLCO1A2	1.03
SLCO1B1	-4.66
SLCO1B3	8.35
SLCO1B7	-6.59
SLCO1C1	0.87
SLCO2A1	5.14
SLCO2B1	-6.16
SLCO3A1	4.92
SLCO4A1	6
SLCO4C1	-7.82
SLCO5A1	-5.5
SLCO6A1	5.53
SLFN11	9.12
SLFN12	-5.25
SLFN12L	7.58
SLFN13	-3.97
SLFN14	-5.02
SLFN5	7.79
SLFNL1	7.73
SLIRP	9.89
SLIT1	-0.84
SLIT2	5.86
SLIT3	1.29
SLITRK1	-7.66
SLITRK2	6.52
SLITRK3	1.68
SLITRK4	-4.71
SLITRK5	6.68
SLITRK6	-2.3
SLK	1.49
SLMAP	7.32
SLMO1	0.67
SLMO2	-6.67
SLN	-2.6
SLPI	6.15
SLTM	-8.15
SLU7	1.42
SLURP1	-7.22
SLX1A	9.1
SLX1B	2.47
SLX4	2.97
SLX4IP	-4.92
SMAD1	-8.39
SMAD2	-5.18
SMAD3	-1.74
SMAD4	0.03
SMAD5	8.68
SMAD6	-9.88
SMAD7	-1.7
SMAD9	8.09
SMAGP	8.95
SMAP1	-4.67
SMAP2	7.75
SMARCA1	1.73
SMARCA2	-0.24
SMARCA4	7.77
SMARCA5	-0.54
SMARCAD1	2.88
SMARCAL1	6.35
SMARCB1	-1.95
SMARCC1	9.83
SMARCC2	5.95
SMARCD1	-0.92
SMARCD2	-7.95
SMARCD3	4.8
SMARCE1	-9.79
SMC1A	-4.06
SMC1B	7.08
SMC2	-0.59
SMC3	5.94
SMC4	-1.73
SMC5	-9.45
SMC6	2.72
SMCHD1	8.72
SMCO2	7.52
SMCO3	-5.31
SMCO4	-7.67
SMCP	8.21
SMCR8	-1.81
SMCR9	4.84
SMDT1	-3.14
SMEK1	3.13
SMEK2	-6.9
SMG1	-8.77
SMG5	5.37
SMG6	-4.69
SMG7	1.99
SMG8	4.4
SMG9	8.99
SMIM1	2.16
SMIM10	-3.48
SMIM11	-5.41
SMIM12	8.44
SMIM13	-1.68
SMIM14	-5.33
SMIM15	6.44
SMIM17	-2.04
SMIM18	2.15
SMIM19	0.88
SMIM2	2.7
SMIM20	5.68
SMIM21	-0.18
SMIM22	8.86
SMIM3	5.57
SMIM4	9.84
SMIM5	9.38
SMIM6	9.47
SMIM7	-2.61
SMIM8	7.93
SMIM9	4.9
SMKR1	-7.62
SMLR1	-9.18
SMN1	-7.03
SMN2	3.9
SMNDC1	5.38
SMO	-9.86
SMOC1	9.76
SMOC2	7.76
SMOX	4.23
SMPD1	2.1
SMPD2	-0.92
SMPD3	-4.26
SMPD4	1.98
SMPDL3A	-4.78
SMPDL3B	-0.2
SMPX	8.52
SMR3A	-8.83
SMR3B	-2.39
SMS	-5.6
SMTN	-3.43
SMTNL1	3.33
SMTNL2	7.43
SMU1	6.35
SMUG1	0.18
SMURF1	1.99
SMURF2	-9.84
SMYD1	-8.06
SMYD2	5.78
SMYD3	7.19
SMYD4	9.1
SMYD5	9.11
SNAI1	7.36
SNAI2	-5.83
SNAI3	9.66
SNAP23	2.65
SNAP25	6.16
SNAP29	-9.17
SNAP47	-4.3
SNAP91	-4.44
SNAPC1	-6.09
SNAPC2	-1.12
SNAPC3	-5.48
SNAPC4	-1.84
SNAPC5	-8.58
SNAPIN	1.52
SNCA	5.2
SNCAIP	-2.21
SNCB	7.92
SNCG	7.53
SND1	-1.52
SNED1	-7.48
SNF8	8.43
SNIP1	9.05
SNN	1.65
SNPH	5.09
SNRK	-5.56
SNRNP200	-2.62
SNRNP25	9
SNRNP27	-9.1
SNRNP35	-2.65
SNRNP40	-9.27
SNRNP48	0.14
SNRNP70	-8.75
SNRPA	3.29
SNRPA1	1.6
SNRPB	3.74
SNRPB2	-9.38
SNRPC	-6.26
SNRPD1	1.92
SNRPD2	-8.13
SNRPD3	-6.11
SNRPE	9.53
SNRPF	1.95
SNRPG	8.01
SNRPN	-0.1
SNTA1	3.88
SNTB1	-9.84
SNTB2	-4.99
SNTG1	-5.25
SNTG2	4.48
SNTN	-6.82
SNUPN	-8.14
SNURF	-6.24
SNW1	5.33
SNX1	-6.36
SNX10	6.83
SNX11	-6.1
SNX12	-1.24
SNX13	5.58
SNX14	-9.57
SNX15	7.83
SNX16	-9.62
SNX17	-3.6
SNX18	-9.52
SNX19	9.4
SNX2	-1.09
SNX20	2.48
SNX21	-8.74
SNX22	2.44
SNX24	0.85
SNX25	3.32
SNX27	8.76
SNX29	7.16
SNX3	-9
SNX30	7.13
SNX31	8.58
SNX32	-0.65
SNX33	-8.04
SNX4	-1.99
SNX5	-0.88
SNX6	6.45
SNX7	7.6
SNX8	0.26
SNX9	-3.94
SOAT1	-7.73
SOAT2	-5.89
SOBP	5.29
SOCS1	6.37
SOCS2	9.3
SOCS3	0.07
SOCS4	5.07
SOCS5	0.33
SOCS6	7.17
SOCS7	-8.71
SOD1	9.37
SOD2	2
SOD3	0.97
SOGA1	-6.06
SOGA2	-3.41
SOGA3	4.04
SOHLH1	2.38
SOHLH2	0.65
SON	-9.61
SORBS1	9.02
SORBS2	-7.41
SORBS3	-1.34
SORCS1	-0.23
SORCS2	6.44
SORCS3	8.67
SORD	-1.78
SORL1	-7.97
SORT1	1.5
SOS1	4.86
SOS2	4.1
SOST	-6.45
SOSTDC1	7.72
SOWAHA	2.5
SOWAHB	6.34
SOWAHC	5.67
SOWAHD	-9.87
SOX1	2.66
SOX10	-8.46
SOX11	-6.05
SOX12	-7.51
SOX13	7.6
SOX14	-1.37
SOX15	-4.83
SOX17	-1.76
SOX18	9.88
SOX2	5.33
SOX21	-4.69
SOX3	8.52
SOX30	3.77
SOX4	7.7
SOX5	-6.39
SOX6	-3.44
SOX7	-3.82
SOX8	1.06
SOX9	2.91
SP1	2.96
SP100	-9.37
SP110	4.95
SP140	2.41
SP140L	-9.56
SP2	1.56
SP3	-8.61
SP4	6.11
SP5	6.65
SP6	-1.09
SP7	-2.31
SP8	9.17
SP9	-4.07
SPA17	-8.8
SPACA1	-2.09
SPACA3	1.46
SPACA4	-7.6
SPACA5	-2.72
SPACA5B	0.5
SPACA7	9.3
SPAG1	5.55
SPAG11A	-5.68
SPAG11B	4.83
SPAG16	-3.19
SPAG17	8.51
SPAG4	4.49
SPAG5	-4.68
SPAG6	-9.18
SPAG7	-3.31
SPAG8	5.03
SPAG9	-4.13
SPAM1	-6.95
SPANXA1	-3.82
SPANXA2	9.66
SPANXB1	3.41
SPANXB2	-8.22
SPANXC	-2.55
SPANXD	-6.46
SPANXE	-8.97
SPANXF1	8.69
SPANXN1	1.14
SPANXN2	-7.45
SPANXN3	-9.71
SPANXN4	8.73
SPANXN5	2.81
SPARC	-7.06
SPARCL1	-8.67
SPAST	7.24
SPATA12	-7.41
SPATA13	9.26
SPATA16	6.31
SPATA17	7.2
SPATA18	1.51
SPATA19	4.56
SPATA2	-8.88
SPATA20	0.96
SPATA21	-6.93
SPATA22	7.79
SPATA24	-0.06
SPATA25	-2.69
SPATA2L	7
SPATA3	1.41
SPATA31A1	-3.11
SPATA31A2	-2.28
SPATA31A3	3.98
SPATA31A4	4.05
SPATA31A5	7.4
SPATA31A6	-2.63
SPATA31A7	6.44
SPATA31C1	8.86
SPATA31C2	-8.84
SPATA31D1	4.21
SPATA31D3	4.79
SPATA31D4	3
SPATA31E1	2.98
SPATA32	8.86
SPATA33	-0.95
SPATA4	-6.61
SPATA5	-7.99
SPATA5L1	-5.46
SPATA6	3.54
SPATA6L	-6.33
SPATA7	-0.38
SPATA8	4.9
SPATA9	-7.89
SPATC1	4.01
SPATC1L	1.52
SPATS1	-5.89
SPATS2	9.56
SPATS2L	4.71
SPC24	7.82
SPC25	8.14
SPCS1	-6.95
SPCS2	-8
SPCS3	-6.29
SPDEF	0.86
SPDL1	-9.22
SPDYA	1.45
SPDYC	-1.37
SPDYE1	1.22
SPDYE2	0.26
SPDYE2B	7.8
SPDYE3	1.08
SPDYE4	0.09
SPDYE5	9.8
SPDYE6	0.1
SPECC1	-3.93
SPECC1L	3.37
SPEF1	3.91
SPEF2	9.3
SPEG	8.82
SPEM1	9.39
SPEN	-2.29
SPERT	-8.14
SPESP1	-0.65
SPG11	-9.27
SPG20	0.38
SPG21	-4.58
SPG7	5.13
SPHK1	7.19
SPHK2	4.59
SPHKAP	7.41
SPI1	6.58
SPIB	-2.38
SPIC	0.91
SPICE1	-3.27
SPIDR	-4.63
SPIN1	-2.52
SPIN2A	-4.69
SPIN2B	6.38
SPIN3	-1.88
SPIN4	-0.61
SPINK1	-9.02
SPINK13	-6.44
SPINK14	-4.76
SPINK2	9.63
SPINK4	-0.78
SPINK5	-2.75
SPINK6	4.42
SPINK7	-9.67
SPINK8	-6.11
SPINK9	-2.54
SPINT1	3.91
SPINT2	-0.93
SPINT3	5.77
SPINT4	-3.05
SPIRE1	-1.7
SPIRE2	4.14
SPN	-9.73
SPNS1	7.84
SPNS2	1.2
SPNS3	9.74
SPO11	3.75
SPOCD1	3.8
SPOCK1	-6.77
SPOCK2	-3.87
SPOCK3	-8.58
SPON1	7.46
SPON2	-9.76
SPOP	5.95
SPOPL	-2.78
SPP1	3.06
SPP2	6.63
SPPL2A	-6.76
SPPL2B	9.55
SPPL2C	5.42
SPPL3	-2.65
SPR	-6.45
SPRED1	9.53
SPRED2	-8.2
SPRED3	4.71
SPRN	9.11
SPRR1A	-1.29
SPRR1B	1.32
SPRR2A	-7.58
SPRR2B	6.42
SPRR2D	-0.09
SPRR2E	2.08
SPRR2F	8.81
SPRR2G	-6.78
SPRR3	-3.29
SPRR4	-5.7
SPRTN	-1.03
SPRY1	8.34
SPRY2	8.61
SPRY3	-9.75
SPRY4	1.98
SPRYD3	-1.7
SPRYD4	-4.92
SPRYD7	-4.24
SPSB1	1.64
SPSB2	-9.33
SPSB3	-1.55
SPSB4	5.7
SPTA1	1.62
SPTAN1	-3.91
SPTB	1.19
SPTBN1	4.25
SPTBN2	-6.1
SPTBN4	2.81
SPTBN5	-2.83
SPTLC1	-5.21
SPTLC2	5.8
SPTLC3	-6.56
SPTSSA	0.79
SPTSSB	6.69
SPTY2D1	-8.89
SPZ1	-1.99
SQLE	-5.03
SQRDL	3.59
SQSTM1	-5.38
SRA1	9.8
SRBD1	5.23
SRC	5.05
SRCAP	0.43
SRCIN1	4.22
SRCRB4D	5.09
SRD5A1	-3.1
SRD5A2	6.28
SRD5A3	-1.01
SREBF1	-4.36
SREBF2	-2.76
SREK1	4.84
SREK1IP1	-7.28
SRF	6.45
SRFBP1	-4.46
SRGAP1	-9.37
SRGAP2	4.93
SRGAP2B	-7.21
SRGAP2C	-1.86
SRGAP2D	9.65
SRGAP3	4.91
SRGN	9.1
SRI	-8.06
SRL	0
SRM	-9.16
SRMS	5.44
SRP14	3.62
SRP19	6.01
SRP54	-5
SRP68	9.99
SRP72	9.52
SRP9	3.5
SRPK1	8.71
SRPK2	4.73
SRPK3	-9.69
SRPR	-5.53
SRPRB	-6.55
SRPX	-4.9
SRPX2	-6.42
SRR	1.13
SRRD	-4.87
SRRM1	4.72
SRRM2	-6.05
SRRM3	-0.16
SRRM4	-3.52
SRRM5	-5.97
SRRT	2.06
SRSF1	7.84
SRSF10	4.77
SRSF11	-8.18
SRSF12	2.67
SRSF2	3.51
SRSF3	-6.41
SRSF4	-5.38
SRSF5	1.43
SRSF6	0.98
SRSF7	5.28
SRSF8	-8.95
SRSF9	-9.56
SRXN1	-9.12
SRY	8.96
SS18	-5.3
SS18L1	-8.24
SS18L2	0.24
SSB	-2.46
SSBP1	-2.08
SSBP2	2.72
SSBP3	1.45
SSBP4	-5.76
SSC5D	5.4
SSFA2	3.35
SSH1	-9.2
SSH2	-0.44
SSH3	-3.39
SSMEM1	4.3
SSNA1	-9.03
SSPN	-1.5
SSPO	5.81
SSR1	-0.86
SSR2	-2.34
SSR3	9.65
SSR4	-1.72
SSRP1	-2.7
SSSCA1	5.93
SST	-9.05
SSTR1	2.94
SSTR2	3.63
SSTR3	9.74
SSTR4	-2.54
SSTR5	0.97
SSU72	-1.66
SSUH2	4.62
SSX1	-2.25
SSX2	-1.4
SSX2B	-6.93
SSX2IP	-1.23
SSX3	5.62
SSX4	-1.65
SSX4B	-8.11
SSX5	-1.61
SSX7	-2.87
ST13	4.87
ST14	-8.93
ST18	-5.1
ST20	6.84
ST20-MTHFS	4.25
ST3GAL1	-7.48
ST3GAL2	-8.32
ST3GAL3	7.13
ST3GAL4	5.72
ST3GAL5	5.46
ST3GAL6	-9.5
ST5	-5.83
ST6GAL1	0.85
ST6GAL2	-5.21
ST6GALNAC1	5.22
ST6GALNAC2	-6.71
ST6GALNAC3	-1.6
ST6GALNAC4	6.63
ST6GALNAC5	-7.66
ST6GALNAC6	0.95
ST7	-6.9
ST7L	0.66
ST8SIA1	-9.92
ST8SIA2	-9.05
ST8SIA3	0.38
ST8SIA4	-4.68
ST8SIA5	-5.46
ST8SIA6	0.47
STAB1	5.72
STAB2	-9.98
STAC	-1.36
STAC2	7.96
STAC3	-5.19
STAG1	7.08
STAG2	-6.66
STAG3	2.58
STAM	0.05
STAM2	-4.23
STAMBP	6.43
STAMBPL1	8.08
STAP1	0.56
STAP2	-6.17
STAR	-1.76
STARD10	7.69
STARD13	0.91
STARD3	2
STARD3NL	-2.74
STARD4	8.59
STARD5	-2.99
STARD6	5.93
STARD7	6
STARD8	3.67
STARD9	-2.4
STAT1	4.51
STAT2	0.5
STAT3	-3.76
STAT4	2.24
STAT5A	2.66
STAT5B	4.86
STAT6	-7.24
STATH	-0.23
STAU1	2.79
STAU2	5.9
STBD1	-7.84
STC1	-0.35
STC2	0.63
STEAP1	-3.47
STEAP1B	8.6
STEAP2	-0.87
STEAP3	-0.9
STEAP4	-7.4
STH	-9.27
STIL	-2.84
STIM1	-8.07
STIM2	-2.31
STIP1	-7.16
STK10	-8.72
STK11	1.07
STK11IP	-4.62
STK16	-8.05
STK17A	-4.23
STK17B	-7.76
STK19	2.25
STK24	2.3
STK25	0.63
STK3	-9.45
STK31	2.2
STK32A	0.25
STK32B	-6.95
STK32C	-2.12
STK33	6.52
STK35	-8.4
STK36	1.07
STK38	-6.12
STK38L	-8.88
STK39	2.63
STK4	-5.74
STK40	-2.64
STMN1	8.52
STMN2	-5.96
STMN3	5.47
STMN4	-7.55
STMND1	9.98
STOM	-5.56
STOML1	6.9
STOML2	5.54
STOML3	-1.28
STON1	4.8
STON1-GTF2A1L	-4.56
STON2	9.04
STOX1	-9.5
STOX2	-9.22
STPG1	0.22
STPG2	-6.76
STRA13	-4.8
STRA6	-5.93
STRA8	-4.46
STRADA	3.17
STRADB	6.93
STRAP	-0.71
STRBP	0.04
STRC	3.78
STRIP1	-5.26
STRIP2	8.34
STRN	1.52
STRN3	-2.58
STRN4	-3.65
STS	7.67
STT3A	-3.58
STT3B	-5.29
STUB1	9.71
STX10	6.65
STX11	7.18
STX12	-7.42
STX16	7.5
STX17	-9.8
STX18	-3.96
STX19	9.51
STX1A	4.27
STX1B	7.08
STX2	-4.66
STX3	-0.23
STX4	-5.55
STX5	0.42
STX6	-2.98
STX7	4.72
STX8	4.49
STXBP1	-9.99
STXBP2	-5.67
STXBP3	-6.71
STXBP4	7.59
STXBP5	-5.3
STXBP5L	4.73
STXBP6	9.67
STYK1	4
STYX	-5.97
STYXL1	-7.12
SUB1	1.37
SUCLA2	-2.62
SUCLG1	-3.27
SUCLG2	-2.21
SUCNR1	9.35
SUCO	-3.4
SUDS3	7.41
SUFU	4.13
SUGP1	0.05
SUGP2	0.51
SUGT1	7.26
SULF1	-1.55
SULF2	-7.56
SULT1A1	-9.89
SULT1A2	-1.65
SULT1A3	2.76
SULT1A4	-0.13
SULT1B1	-8.68
SULT1C2	-9.11
SULT1C3	-0.56
SULT1C4	8.63
SULT1E1	1.86
SULT2A1	-5.4
SULT2B1	-6.63
SULT4A1	3.35
SULT6B1	2.95
SUMF1	5.08
SUMF2	-7.33
SUMO1	4.65
SUMO2	-6.69
SUMO3	-4.25
SUMO4	-3.63
SUN1	-6.75
SUN2	-6.64
SUN3	4.36
SUN5	-3.76
SUOX	-8.88
SUPT16H	-9.81
SUPT20H	8.93
SUPT20HL1	-4.66
SUPT20HL2	-6.67
SUPT3H	6.75
SUPT4H1	7.97
SUPT5H	0.77
SUPT6H	-5
SUPT7L	-4.1
SUPV3L1	-5.01
SURF1	2.54
SURF2	7.81
SURF4	9.77
SURF6	-2.62
SUSD1	0.06
SUSD2	1.47
SUSD3	-6.67
SUSD4	6.26
SUSD5	9.52
SUV39H1	3.76
SUV39H2	-3.33
SUV420H1	-1.91
SUV420H2	1.59
SUZ12	-3.64
SV2A	-4.19
SV2B	1.96
SV2C	-9.01
